20
784
122.281, -316.24, 51.1202, 556.88, -49.424, 217.084, 233.639, -188.849, 358.821, 203.557, 210.121, 244.221, 57.8848, 763.727, 185.075, -6.65535, 353.208, 294.169, 274.517, -149.505, -19.5178, -76.32, 201.477, 260.727, 34.6537, 89.7682, -290.104, 182.285, 138.744, 121.387,  5
1010.48, -289.961, -576.07, 484.744, -841.745, 145.42, -48.2601, 102.228, -34.8066, 151.283, -282.679, 110.101, 329.958, 96.7731, -226.511, -156.08, -49.4196, 37.926, 63.1969, 113.49, -202.54, -94.0813, -12.7917, 29.8123, 233.913, 196.912, 18.7803, 28.4407, 363.618, 84.611,  0
-59.0481, 393.705, 162.039, -529.346, -313.081, -8.99097, -860.941, -374.232, 78.3148, -192.68, 455.247, 146.477, -189.071, 87.3005, -163.168, -201.743, 169.299, -120.058, -21.2222, 430.55, 75.5865, 5.14383, -106.69, -20.5356, -135.307, 87.3256, 194.011, 123.327, 4.59603, 276.069,  4
-796.957, -607.421, -295.534, -109.085, 25.7568, -697.857, -474.454, 99.8126, -298.641, 4.58036, -424.715, 180.321, -239.265, 159.079, -172.728, 48.3606, 17.0005, 191.324, 146.163, -129.857, 62.1121, -116.951, -65.3055, -93.8625, 116.651, 16.8412, -268.177, 174.794, 1.08427, 109.512,  1
-391.292, 729.804, -13.9315, 242.966, 98.7434, -35.9234, -87.4069, 415.763, -200.289, 106.201, -355.269, -443.268, 275.616, -310.052, 81.3586, -269.549, 9.29713, -175.761, 73.2232, 256.188, 21.6929, -59.0995, -231.103, -2.9638, -22.4048, 87.0287, -168.572, 217.13, 128.226, -74.3867,  9
186.003, 223.86, -595.156, -17.6202, 339.034, -291.39, -35.2632, -109.765, 35.8835, 116.548, 128.426, 309.469, 255.872, -48.1757, 520.78, -488.759, 131.82, -103.361, -219.777, 150.928, 72.1139, 312.419, -101.848, -339.732, -170, -17.8954, -228.138, -198.383, 80.2281, 33.1347,  2
-730.479, -162.008, 237.054, -85.6896, -149.436, 507.29, 348.854, 139.046, 236.858, 465.983, 250.239, -360.047, -302.182, -90.9139, 72.6399, -40.9142, -405.865, -218.205, 2.90693, 308.233, -54.066, -87.7211, -159.533, 65.2561, 93.2803, 97.9291, -436.628, -68.8471, 147.944, 170.164,  1
503.559, -308.739, 150.304, 881.183, 667.219, -349.92, -507.094, -281.449, 478.579, 61.1096, 290.787, -236.189, 36.9398, 391.087, -93.0942, -281.53, 208.038, 144.004, 134.504, 369.942, -107.385, -108.326, -140.29, 238.505, -29, 21.7093, -10.2579, -131.953, -128.01, 36.1352,  3
-874.577, -84.3059, 114.369, -90.4687, -518.827, 376.969, 124.467, 202.155, 243.632, 241.619, 332.219, -232.844, -152.093, -206.189, 33.0484, -214.5, -211.173, -72.8924, -73.7494, 38.6918, 35.1519, -44.1118, -193.601, -20.1304, -2.36936, 153.947, -341.999, 34.7871, 92.5618, -135.803,  1
-304.004, 463.579, -698.944, -58.967, 32.8619, 34.5563, -448.502, -64.0031, 22.7909, -504.162, 501.973, -40.116, -61.6635, -81.6974, 177.292, 286.59, -23.9628, -176.76, 14.5263, 253.5, 119.349, 23.087, 191.094, 246.594, 154.279, 247.28, 9.05826, -15.2042, -285.075, 89.707,  4
-150.805, -652.312, 284.586, 700.666, 283.703, 331.561, 384.83, -579.613, 68.7935, 190.614, -67.77, -353.384, 183.153, 154.84, 70.948, -126.848, 7.85513, -12.8809, -229.129, 195.725, -282.296, 60.2203, 381.18, -130.671, 89.7294, -110.374, -70.9796, 82.236, -20.0399, -108.081,  3
-612.373, -243.517, -379.773, -444.425, -439.727, -285.427, -361.552, -26.9734, -166.252, 16.6141, -29.1314, -51.1674, -330.619, -271.409, 169.271, 145.246, -65.3349, 311.231, -293.527, 196.128, 265.261, 195.944, -46.7332, -4.68876, -109.008, 153.044, 162.983, -2.95746, -213.425, -154.439,  5
269.562, -836.339, 1118.71, 235.74, 135.094, 159.792, 61.6919, -337.161, -473.854, -416.224, 545.137, 206.705, 155.771, -68.3189, 337.615, -78.6243, -303.118, 117.709, 112.282, -106.697, -225.973, -130.904, 132.147, -415.459, -176.086, 66.0863, -204.556, 27.5697, 28.1341, -16.9118,  3
252.25, 153.094, -666.462, -513.903, 347.208, 537.27, 177.731, 244.89, 269.111, -303.282, -270.363, 81.8001, 32.5821, 124.748, 22.9856, -272.811, -148.489, -47.0445, -393.478, 30.8446, -119.511, -77.0716, -82.7305, -91.1518, 266.788, 278.067, 44.6151, 220.131, 211.172, -70.2869,  6
-867.626, -234.38, 75.5054, -132.378, -497.559, 325.314, 187.614, 299.457, 217.364, -8.60254, 338.847, -203.789, -190.638, -114.267, -94.5921, -184.314, -162.816, -31.3846, 0.735779, 91.9044, 182.108, 100.72, -148.629, -9.94551, -90.4524, 63.0588, -271.254, 109.441, -54.5574, -121.894,  1
-144.13, 866.468, -477.161, 410.678, -322.322, -573.586, 256.739, -18.2448, -99.6394, -557.394, -155.406, 203.303, -21.7622, 90.4383, 21.7579, 370.07, -51.107, -345.509, -33.8139, 226.671, -53.9536, -40.3887, 94.2815, 59.2021, -119.793, -116.12, -262.726, -148.663, 157.652, -41.6673,  7
93.1855, 3.194, -175.994, -334.821, 142.538, -359.508, 160.686, -613.095, 481.428, 133.416, -26.1521, -26.7655, 422.738, -25.8015, 27.8727, -35.6896, -180.474, 259.647, 23.1807, -172.262, -134.822, 120.058, 282.729, -47.1685, 194.907, -184.666, 10.9773, -40.3937, -151.496, -381.788,  2
-384.763, -255.055, -626.379, 563.261, 310.36, -390.401, -123.177, 284.008, -160.243, -80.2973, -24.8515, 47.56, -295.55, -233.763, 214.354, -370.851, 179.121, 140.919, 253.757, 71.7306, 77.5079, 152.862, 153.497, 213.539, -116.931, -52.873, -218.987, 114.627, 222.464, -31.6211,  8
-208.543, -199.835, 106.58, -268.711, -235.559, 603.622, -338.765, 26.2814, 299.708, -182.473, -112.878, 391.834, -100.712, -138.45, 7.65902, -224.311, 341.07, -155.89, 99.7909, 73.651, 55.5183, -18.0518, 111.18, -9.41199, 57.2876, 130.659, 165.963, 94.5405, -157.957, -64.8955,  6
-787.723, 68.8196, -292.034, 394.931, -151.929, -112.712, 126.326, 32.4831, -177.403, -413.557, 58.7469, 147.505, 64.0201, -98.319, 250.591, -78.8479, 233.934, -70.2351, 5.43723, 335.556, 195.017, -223.636, 122.479, 95.2725, -79.3165, 129.137, -148.455, -240.005, 110.532, 45.6324,  9
